benchmark,dataset_size,clock_period,mem_policy,dsp_coeff,opt_level,experimental_setup,design_name,control_steps,min_slack,frequency_mhz,states,modules_instantiated,performance_conflicts,flipflops,area_est,mux_area,total_area,registers,dsps,log_file
jacobi-2d,MEDIUM,10,ALL_BRAM,1.75,O0,none,kernel_jacobi_2d,75,0.03639999699999841,100.3653297702541,73,202,28,1603,5980,240,6220,58,0,jacobi-2d_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
jacobi-2d,MEDIUM,10,ALL_BRAM,1.75,O2,none,kernel_jacobi_2d,74,0.03639999699999841,100.3653297702541,72,183,12,1689,5875,240,6115,56,0,jacobi-2d_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
jacobi-2d,MEDIUM,10,ALL_BRAM,1.75,O3,none,kernel_jacobi_2d,75,0.03639999699999841,100.3653297702541,73,180,12,1688,5875,240,6115,55,0,jacobi-2d_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
jacobi-2d,MEDIUM,10,LSS,1.0,O0,none,kernel_jacobi_2d,75,0.03639999699999841,100.3653297702541,81,202,4,1731,6248,240,6488,62,0,jacobi-2d_MEDIUM_clk10_memLSS_dsp1.0_optO0_log.txt
jacobi-2d,MEDIUM,10,LSS,1.0,O2,none,kernel_jacobi_2d,72,0.03639999699999841,100.3653297702541,78,183,38,1689,6143,240,6383,56,0,jacobi-2d_MEDIUM_clk10_memLSS_dsp1.0_optO2_log.txt
jacobi-2d,MEDIUM,10,LSS,1.0,O3,none,kernel_jacobi_2d,73,0.03639999699999841,100.3653297702541,79,180,38,1688,6143,240,6383,55,0,jacobi-2d_MEDIUM_clk10_memLSS_dsp1.0_optO3_log.txt
jacobi-2d,MEDIUM,10,LSS,1.75,O0,none,kernel_jacobi_2d,79,0.03639999699999841,100.3653297702541,85,202,4,1731,6248,240,6488,62,0,jacobi-2d_MEDIUM_clk10_memLSS_dsp1.75_optO0_log.txt
jacobi-2d,MEDIUM,10,LSS,1.75,O2,none,kernel_jacobi_2d,76,0.03639999699999841,100.3653297702541,82,183,38,1689,6143,240,6383,56,0,jacobi-2d_MEDIUM_clk10_memLSS_dsp1.75_optO2_log.txt
jacobi-2d,MEDIUM,10,LSS,1.75,O3,none,kernel_jacobi_2d,77,0.03639999699999841,100.3653297702541,83,180,38,1688,6143,240,6383,55,0,jacobi-2d_MEDIUM_clk10_memLSS_dsp1.75_optO3_log.txt
jacobi-2d,MEDIUM,15,ALL_BRAM,1.0,O0,none,kernel_jacobi_2d,61,0.049472642666623656,66.887272676003,59,202,0,1603,5980,240,6220,58,0,jacobi-2d_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
jacobi-2d,MEDIUM,15,ALL_BRAM,1.0,O2,none,kernel_jacobi_2d,58,0.049472642666623656,66.887272676003,56,183,2,1561,5875,240,6115,52,0,jacobi-2d_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
jacobi-2d,MEDIUM,15,ALL_BRAM,1.0,O3,none,kernel_jacobi_2d,59,0.049472642666623656,66.887272676003,57,180,2,1560,5875,240,6115,51,0,jacobi-2d_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
jacobi-2d,MEDIUM,15,ALL_BRAM,1.75,O0,none,kernel_jacobi_2d,61,0.049472642666623656,66.887272676003,59,202,0,1603,5980,240,6220,58,0,jacobi-2d_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
jacobi-2d,MEDIUM,15,ALL_BRAM,1.75,O2,none,kernel_jacobi_2d,58,0.049472642666623656,66.887272676003,56,183,2,1561,5875,240,6115,52,0,jacobi-2d_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
jacobi-2d,MEDIUM,15,ALL_BRAM,1.75,O3,none,kernel_jacobi_2d,59,0.049472642666623656,66.887272676003,57,180,2,1560,5875,240,6115,51,0,jacobi-2d_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
jacobi-2d,MEDIUM,15,LSS,1.0,O0,none,kernel_jacobi_2d,65,0.049472642666623656,66.887272676003,71,202,0,1731,6248,240,6488,62,0,jacobi-2d_MEDIUM_clk15_memLSS_dsp1.0_optO0_log.txt
jacobi-2d,MEDIUM,15,LSS,1.0,O2,none,kernel_jacobi_2d,62,0.049472642666623656,66.887272676003,68,183,0,1689,6143,240,6383,56,0,jacobi-2d_MEDIUM_clk15_memLSS_dsp1.0_optO2_log.txt
jacobi-2d,MEDIUM,15,LSS,1.0,O3,none,kernel_jacobi_2d,63,0.049472642666623656,66.887272676003,69,180,0,1688,6143,240,6383,55,0,jacobi-2d_MEDIUM_clk15_memLSS_dsp1.0_optO3_log.txt
jacobi-2d,MEDIUM,15,LSS,1.75,O0,none,kernel_jacobi_2d,65,0.049472642666623656,66.887272676003,71,202,0,1731,6248,240,6488,62,0,jacobi-2d_MEDIUM_clk15_memLSS_dsp1.75_optO0_log.txt
jacobi-2d,MEDIUM,15,LSS,1.75,O2,none,kernel_jacobi_2d,62,0.049472642666623656,66.887272676003,68,183,0,1689,6143,240,6383,56,0,jacobi-2d_MEDIUM_clk15_memLSS_dsp1.75_optO2_log.txt
jacobi-2d,MEDIUM,15,LSS,1.75,O3,none,kernel_jacobi_2d,63,0.049472642666623656,66.887272676003,69,180,0,1688,6143,240,6383,55,0,jacobi-2d_MEDIUM_clk15_memLSS_dsp1.75_optO3_log.txt
jacobi-2d,SMALL,10,ALL_BRAM,1.0,O0,none,kernel_jacobi_2d,71,0.03639999699999841,100.3653297702541,69,202,28,1619,5980,240,6220,56,0,jacobi-2d_SMALL_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
jacobi-2d,SMALL,10,ALL_BRAM,1.0,O2,none,kernel_jacobi_2d,70,0.03639999699999841,100.3653297702541,68,183,12,1699,5875,240,6115,52,0,jacobi-2d_SMALL_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
jacobi-2d,SMALL,10,ALL_BRAM,1.0,O3,none,kernel_jacobi_2d,71,0.03639999699999841,100.3653297702541,69,180,12,1698,5875,240,6115,51,0,jacobi-2d_SMALL_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
jacobi-2d,SMALL,10,ALL_BRAM,1.75,O0,none,kernel_jacobi_2d,75,0.03639999699999841,100.3653297702541,73,202,28,1619,5980,240,6220,56,0,jacobi-2d_SMALL_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
jacobi-2d,SMALL,10,ALL_BRAM,1.75,O2,none,kernel_jacobi_2d,74,0.03639999699999841,100.3653297702541,72,183,12,1699,5875,240,6115,52,0,jacobi-2d_SMALL_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
jacobi-2d,SMALL,10,ALL_BRAM,1.75,O3,none,kernel_jacobi_2d,75,0.03639999699999841,100.3653297702541,73,180,12,1698,5875,240,6115,51,0,jacobi-2d_SMALL_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
jacobi-2d,SMALL,10,LSS,1.0,O0,none,kernel_jacobi_2d,75,0.03639999699999841,100.3653297702541,81,202,4,1747,6248,240,6488,60,0,jacobi-2d_SMALL_clk10_memLSS_dsp1.0_optO0_log.txt
jacobi-2d,SMALL,10,LSS,1.0,O2,none,kernel_jacobi_2d,72,0.03639999699999841,100.3653297702541,78,183,34,1699,6143,240,6383,52,0,jacobi-2d_SMALL_clk10_memLSS_dsp1.0_optO2_log.txt
jacobi-2d,SMALL,10,LSS,1.0,O3,none,kernel_jacobi_2d,73,0.03639999699999841,100.3653297702541,79,180,34,1698,6143,240,6383,51,0,jacobi-2d_SMALL_clk10_memLSS_dsp1.0_optO3_log.txt
jacobi-2d,SMALL,10,LSS,1.75,O0,none,kernel_jacobi_2d,79,0.03639999699999841,100.3653297702541,85,202,4,1747,6248,240,6488,60,0,jacobi-2d_SMALL_clk10_memLSS_dsp1.75_optO0_log.txt
jacobi-2d,SMALL,10,LSS,1.75,O2,none,kernel_jacobi_2d,76,0.03639999699999841,100.3653297702541,82,183,34,1699,6143,240,6383,52,0,jacobi-2d_SMALL_clk10_memLSS_dsp1.75_optO2_log.txt
jacobi-2d,SMALL,10,LSS,1.75,O3,none,kernel_jacobi_2d,77,0.03639999699999841,100.3653297702541,83,180,34,1698,6143,240,6383,51,0,jacobi-2d_SMALL_clk10_memLSS_dsp1.75_optO3_log.txt
jacobi-2d,SMALL,15,ALL_BRAM,1.0,O0,none,kernel_jacobi_2d,61,0.049472642666623656,66.887272676003,59,202,0,1619,5980,240,6220,56,0,jacobi-2d_SMALL_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
jacobi-2d,SMALL,15,ALL_BRAM,1.0,O2,none,kernel_jacobi_2d,58,0.049472642666623656,66.887272676003,56,183,2,1571,5875,240,6115,48,0,jacobi-2d_SMALL_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
jacobi-2d,SMALL,15,ALL_BRAM,1.0,O3,none,kernel_jacobi_2d,59,0.049472642666623656,66.887272676003,57,180,2,1570,5875,240,6115,47,0,jacobi-2d_SMALL_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
jacobi-2d,SMALL,15,ALL_BRAM,1.75,O0,none,kernel_jacobi_2d,61,0.049472642666623656,66.887272676003,59,202,0,1619,5980,240,6220,56,0,jacobi-2d_SMALL_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
jacobi-2d,SMALL,15,ALL_BRAM,1.75,O2,none,kernel_jacobi_2d,58,0.049472642666623656,66.887272676003,56,183,2,1571,5875,240,6115,48,0,jacobi-2d_SMALL_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
jacobi-2d,SMALL,15,ALL_BRAM,1.75,O3,none,kernel_jacobi_2d,59,0.049472642666623656,66.887272676003,57,180,2,1570,5875,240,6115,47,0,jacobi-2d_SMALL_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
jacobi-2d,SMALL,15,LSS,1.0,O0,none,kernel_jacobi_2d,65,0.049472642666623656,66.887272676003,71,202,0,1747,6248,240,6488,60,0,jacobi-2d_SMALL_clk15_memLSS_dsp1.0_optO0_log.txt
jacobi-2d,SMALL,15,LSS,1.0,O2,none,kernel_jacobi_2d,62,0.049472642666623656,66.887272676003,68,183,0,1699,6143,240,6383,52,0,jacobi-2d_SMALL_clk15_memLSS_dsp1.0_optO2_log.txt
jacobi-2d,SMALL,15,LSS,1.0,O3,none,kernel_jacobi_2d,63,0.049472642666623656,66.887272676003,69,180,0,1698,6143,240,6383,51,0,jacobi-2d_SMALL_clk15_memLSS_dsp1.0_optO3_log.txt
jacobi-2d,SMALL,15,LSS,1.75,O0,none,kernel_jacobi_2d,65,0.049472642666623656,66.887272676003,71,202,0,1747,6248,240,6488,60,0,jacobi-2d_SMALL_clk15_memLSS_dsp1.75_optO0_log.txt
jacobi-2d,SMALL,15,LSS,1.75,O2,none,kernel_jacobi_2d,62,0.049472642666623656,66.887272676003,68,183,0,1699,6143,240,6383,52,0,jacobi-2d_SMALL_clk15_memLSS_dsp1.75_optO2_log.txt
jacobi-2d,SMALL,15,LSS,1.75,O3,none,kernel_jacobi_2d,63,0.049472642666623656,66.887272676003,69,180,0,1698,6143,240,6383,51,0,jacobi-2d_SMALL_clk15_memLSS_dsp1.75_optO3_log.txt
mvt,MEDIUM,10,ALL_BRAM,1.0,O0,none,kernel_mvt,38,0.03639999699999841,100.3653297702541,38,119,21,658,5107,137,5244,20,0,mvt_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
mvt,MEDIUM,10,ALL_BRAM,1.0,O2,none,kernel_mvt,93,0.03639999699999841,100.3653297702541,91,216,96,1198,5742,309,6051,36,0,mvt_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
mvt,MEDIUM,10,ALL_BRAM,1.0,O3,none,kernel_mvt,93,0.03639999699999841,100.3653297702541,91,216,96,1198,5742,309,6051,36,0,mvt_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
mvt,MEDIUM,10,ALL_BRAM,1.75,O0,none,kernel_mvt,42,0.017066660666680278,100.17095837552512,42,119,21,658,5107,137,5244,20,0,mvt_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
mvt,MEDIUM,10,ALL_BRAM,1.75,O2,none,kernel_mvt,105,0.017066660666680278,100.17095837552512,103,216,96,1198,5742,309,6051,36,0,mvt_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
mvt,MEDIUM,10,ALL_BRAM,1.75,O3,none,kernel_mvt,105,0.017066660666680278,100.17095837552512,103,216,96,1198,5742,309,6051,36,0,mvt_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
mvt,MEDIUM,10,LSS,1.0,O0,none,kernel_mvt,37,0.03639999699999841,100.3653297702541,42,120,15,722,5375,171,5546,22,0,mvt_MEDIUM_clk10_memLSS_dsp1.0_optO0_log.txt
mvt,MEDIUM,10,LSS,1.0,O2,none,kernel_mvt,87,0.03639999699999841,100.3653297702541,101,217,90,1262,6044,406,6450,39,0,mvt_MEDIUM_clk10_memLSS_dsp1.0_optO2_log.txt
mvt,MEDIUM,10,LSS,1.0,O3,none,kernel_mvt,87,0.03639999699999841,100.3653297702541,101,217,90,1262,6044,406,6450,39,0,mvt_MEDIUM_clk10_memLSS_dsp1.0_optO3_log.txt
mvt,MEDIUM,10,LSS,1.75,O0,none,kernel_mvt,41,0.017066660666680278,100.17095837552512,46,120,15,722,5375,171,5546,22,0,mvt_MEDIUM_clk10_memLSS_dsp1.75_optO0_log.txt
mvt,MEDIUM,10,LSS,1.75,O2,none,kernel_mvt,99,0.017066660666680278,100.17095837552512,113,217,90,1262,6044,406,6450,39,0,mvt_MEDIUM_clk10_memLSS_dsp1.75_optO2_log.txt
mvt,MEDIUM,10,LSS,1.75,O3,none,kernel_mvt,99,0.017066660666680278,100.17095837552512,113,217,90,1262,6044,406,6450,39,0,mvt_MEDIUM_clk10_memLSS_dsp1.75_optO3_log.txt
mvt,MEDIUM,15,ALL_BRAM,1.0,O0,none,kernel_mvt,30,0.0494726426666805,66.88727267600325,30,120,4,594,5107,106,5213,18,0,mvt_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
mvt,MEDIUM,15,ALL_BRAM,1.0,O2,none,kernel_mvt,71,0.049472642666623656,66.887272676003,69,217,26,1006,5776,240,6016,31,0,mvt_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
mvt,MEDIUM,15,ALL_BRAM,1.0,O3,none,kernel_mvt,71,0.049472642666623656,66.887272676003,69,217,26,1006,5776,240,6016,31,0,mvt_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
mvt,MEDIUM,15,ALL_BRAM,1.75,O0,none,kernel_mvt,30,0.0494726426666805,66.88727267600325,30,120,4,594,5107,106,5213,18,0,mvt_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
mvt,MEDIUM,15,ALL_BRAM,1.75,O2,none,kernel_mvt,71,0.049472642666623656,66.887272676003,69,217,26,1006,5776,240,6016,31,0,mvt_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
mvt,MEDIUM,15,ALL_BRAM,1.75,O3,none,kernel_mvt,71,0.049472642666623656,66.887272676003,69,217,26,1006,5776,240,6016,31,0,mvt_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
mvt,MEDIUM,15,LSS,1.0,O0,none,kernel_mvt,30,0.0494726426666805,66.88727267600325,34,120,0,722,5375,172,5547,22,0,mvt_MEDIUM_clk15_memLSS_dsp1.0_optO0_log.txt
mvt,MEDIUM,15,LSS,1.0,O2,none,kernel_mvt,67,0.049472642666623656,66.887272676003,79,216,0,1262,6010,340,6350,39,0,mvt_MEDIUM_clk15_memLSS_dsp1.0_optO2_log.txt
mvt,MEDIUM,15,LSS,1.0,O3,none,kernel_mvt,67,0.049472642666623656,66.887272676003,79,216,0,1262,6010,340,6350,39,0,mvt_MEDIUM_clk15_memLSS_dsp1.0_optO3_log.txt
mvt,MEDIUM,15,LSS,1.75,O0,none,kernel_mvt,30,0.0494726426666805,66.88727267600325,34,120,0,722,5375,172,5547,22,0,mvt_MEDIUM_clk15_memLSS_dsp1.75_optO0_log.txt
mvt,MEDIUM,15,LSS,1.75,O2,none,kernel_mvt,67,0.049472642666623656,66.887272676003,79,216,0,1262,6010,340,6350,39,0,mvt_MEDIUM_clk15_memLSS_dsp1.75_optO2_log.txt
mvt,MEDIUM,15,LSS,1.75,O3,none,kernel_mvt,67,0.049472642666623656,66.887272676003,79,216,0,1262,6010,340,6350,39,0,mvt_MEDIUM_clk15_memLSS_dsp1.75_optO3_log.txt
mvt,SMALL,10,ALL_BRAM,1.0,O0,none,kernel_mvt,37,0.03639999699999841,100.3653297702541,37,96,10,611,5021,106,5127,17,0,mvt_SMALL_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
mvt,SMALL,10,ALL_BRAM,1.0,O2,none,kernel_mvt,91,0.03639999699999841,100.3653297702541,89,164,48,1055,5537,340,5877,31,0,mvt_SMALL_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
mvt,SMALL,10,ALL_BRAM,1.0,O3,none,kernel_mvt,91,0.03639999699999841,100.3653297702541,89,164,48,1055,5537,340,5877,31,0,mvt_SMALL_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
mvt,SMALL,10,ALL_BRAM,1.75,O0,none,kernel_mvt,41,0.017066660666680278,100.17095837552512,41,96,10,611,5021,106,5127,17,0,mvt_SMALL_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
mvt,SMALL,10,ALL_BRAM,1.75,O2,none,kernel_mvt,103,0.017066660666680278,100.17095837552512,101,164,48,1055,5537,340,5877,31,0,mvt_SMALL_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
mvt,SMALL,10,ALL_BRAM,1.75,O3,none,kernel_mvt,103,0.017066660666680278,100.17095837552512,101,164,48,1055,5537,340,5877,31,0,mvt_SMALL_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
mvt,SMALL,10,LSS,1.0,O0,none,kernel_mvt,36,0.03639999699999841,100.3653297702541,40,96,1,707,5289,172,5461,20,0,mvt_SMALL_clk10_memLSS_dsp1.0_optO0_log.txt
mvt,SMALL,10,LSS,1.0,O2,none,kernel_mvt,85,0.03639999699999841,100.3653297702541,97,164,15,1247,5805,340,6145,37,0,mvt_SMALL_clk10_memLSS_dsp1.0_optO2_log.txt
mvt,SMALL,10,LSS,1.0,O3,none,kernel_mvt,85,0.03639999699999841,100.3653297702541,97,164,15,1247,5805,340,6145,37,0,mvt_SMALL_clk10_memLSS_dsp1.0_optO3_log.txt
mvt,SMALL,10,LSS,1.75,O0,none,kernel_mvt,40,0.017066660666680278,100.17095837552512,44,96,1,707,5289,172,5461,20,0,mvt_SMALL_clk10_memLSS_dsp1.75_optO0_log.txt
mvt,SMALL,10,LSS,1.75,O2,none,kernel_mvt,97,0.017066660666680278,100.17095837552512,109,164,15,1247,5805,340,6145,37,0,mvt_SMALL_clk10_memLSS_dsp1.75_optO2_log.txt
mvt,SMALL,10,LSS,1.75,O3,none,kernel_mvt,97,0.017066660666680278,100.17095837552512,109,164,15,1247,5805,340,6145,37,0,mvt_SMALL_clk10_memLSS_dsp1.75_optO3_log.txt
mvt,SMALL,15,ALL_BRAM,1.0,O0,none,kernel_mvt,30,0.0494726426666805,66.88727267600325,30,96,0,579,5021,106,5127,16,0,mvt_SMALL_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
mvt,SMALL,15,ALL_BRAM,1.0,O2,none,kernel_mvt,71,0.049472642666623656,66.887272676003,69,163,0,991,5503,240,5743,29,0,mvt_SMALL_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
mvt,SMALL,15,ALL_BRAM,1.0,O3,none,kernel_mvt,71,0.049472642666623656,66.887272676003,69,163,0,991,5503,240,5743,29,0,mvt_SMALL_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
mvt,SMALL,15,ALL_BRAM,1.75,O0,none,kernel_mvt,30,0.0494726426666805,66.88727267600325,30,96,0,579,5021,106,5127,16,0,mvt_SMALL_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
mvt,SMALL,15,ALL_BRAM,1.75,O2,none,kernel_mvt,71,0.049472642666623656,66.887272676003,69,163,0,991,5503,240,5743,29,0,mvt_SMALL_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
mvt,SMALL,15,ALL_BRAM,1.75,O3,none,kernel_mvt,71,0.049472642666623656,66.887272676003,69,163,0,991,5503,240,5743,29,0,mvt_SMALL_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
mvt,SMALL,15,LSS,1.0,O0,none,kernel_mvt,30,0.0494726426666805,66.88727267600325,34,96,0,707,5289,172,5461,20,0,mvt_SMALL_clk15_memLSS_dsp1.0_optO0_log.txt
mvt,SMALL,15,LSS,1.0,O2,none,kernel_mvt,67,0.049472642666623656,66.887272676003,79,163,0,1247,5771,340,6111,37,0,mvt_SMALL_clk15_memLSS_dsp1.0_optO2_log.txt
mvt,SMALL,15,LSS,1.0,O3,none,kernel_mvt,67,0.049472642666623656,66.887272676003,79,163,0,1247,5771,340,6111,37,0,mvt_SMALL_clk15_memLSS_dsp1.0_optO3_log.txt
mvt,SMALL,15,LSS,1.75,O0,none,kernel_mvt,30,0.0494726426666805,66.88727267600325,34,96,0,707,5289,172,5461,20,0,mvt_SMALL_clk15_memLSS_dsp1.75_optO0_log.txt
mvt,SMALL,15,LSS,1.75,O2,none,kernel_mvt,67,0.049472642666623656,66.887272676003,79,163,0,1247,5771,340,6111,37,0,mvt_SMALL_clk15_memLSS_dsp1.75_optO2_log.txt
mvt,SMALL,15,LSS,1.75,O3,none,kernel_mvt,67,0.049472642666623656,66.887272676003,79,163,0,1247,5771,340,6111,37,0,mvt_SMALL_clk15_memLSS_dsp1.75_optO3_log.txt
nussinov,MEDIUM,10,ALL_BRAM,1.0,O0,none,kernel_nussinov,30,0.39251199500004397,104.08547993810423,29,150,23,1201,1273,177,1450,45,0,nussinov_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
nussinov,MEDIUM,10,ALL_BRAM,1.0,O2,none,kernel_nussinov,36,0.6331999910001489,106.76004601776225,34,199,40,1572,1750,208,1958,61,0,nussinov_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
nussinov,MEDIUM,10,ALL_BRAM,1.0,O3,none,kernel_nussinov,36,0.39251199500004397,104.08547993810423,34,202,54,1731,1853,210,2063,65,0,nussinov_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
nussinov,MEDIUM,10,ALL_BRAM,1.75,O0,none,kernel_nussinov,30,0.39251199500004397,104.08547993810423,29,150,23,1201,1273,177,1450,45,0,nussinov_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
nussinov,MEDIUM,10,ALL_BRAM,1.75,O2,none,kernel_nussinov,36,0.6331999910001489,106.76004601776225,34,199,40,1572,1750,208,1958,61,0,nussinov_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
nussinov,MEDIUM,10,ALL_BRAM,1.75,O3,none,kernel_nussinov,36,0.39251199500004397,104.08547993810423,34,202,54,1731,1853,210,2063,65,0,nussinov_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
nussinov,MEDIUM,10,LSS,1.0,O0,none,kernel_nussinov,28,0.6331999940000888,106.76004605195469,40,149,16,1441,1507,308,1815,54,0,nussinov_MEDIUM_clk10_memLSS_dsp1.0_optO0_log.txt
nussinov,MEDIUM,10,LSS,1.0,O2,none,kernel_nussinov,32,0.6331999910001205,106.76004601776194,45,199,30,1843,2018,342,2360,70,0,nussinov_MEDIUM_clk10_memLSS_dsp1.0_optO2_log.txt
nussinov,MEDIUM,10,LSS,1.0,O3,none,kernel_nussinov,33,0.6331999910001205,106.76004601776194,46,202,41,1907,2121,342,2463,72,0,nussinov_MEDIUM_clk10_memLSS_dsp1.0_optO3_log.txt
nussinov,MEDIUM,10,LSS,1.75,O0,none,kernel_nussinov,28,0.6331999940000888,106.76004605195469,40,149,16,1441,1507,308,1815,54,0,nussinov_MEDIUM_clk10_memLSS_dsp1.75_optO0_log.txt
nussinov,MEDIUM,10,LSS,1.75,O2,none,kernel_nussinov,32,0.6331999910001205,106.76004601776194,45,199,30,1843,2018,342,2360,70,0,nussinov_MEDIUM_clk10_memLSS_dsp1.75_optO2_log.txt
nussinov,MEDIUM,10,LSS,1.75,O3,none,kernel_nussinov,33,0.6331999910001205,106.76004601776194,46,202,41,1907,2121,342,2463,72,0,nussinov_MEDIUM_clk10_memLSS_dsp1.75_optO3_log.txt
nussinov,MEDIUM,15,ALL_BRAM,1.0,O0,none,kernel_nussinov,30,2.358911993000058,79.107114786817,29,149,8,1201,1239,177,1416,45,0,nussinov_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
nussinov,MEDIUM,15,ALL_BRAM,1.0,O2,none,kernel_nussinov,35,3.3755999910002377,86.02594535853781,33,199,8,1539,1750,208,1958,59,0,nussinov_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
nussinov,MEDIUM,15,ALL_BRAM,1.0,O3,none,kernel_nussinov,35,2.358911993000058,79.107114786817,33,202,8,1667,1853,210,2063,63,0,nussinov_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
nussinov,MEDIUM,15,ALL_BRAM,1.75,O0,none,kernel_nussinov,30,2.358911993000058,79.107114786817,29,149,8,1201,1239,177,1416,45,0,nussinov_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
nussinov,MEDIUM,15,ALL_BRAM,1.75,O2,none,kernel_nussinov,35,3.3755999910002377,86.02594535853781,33,199,8,1539,1750,208,1958,59,0,nussinov_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
nussinov,MEDIUM,15,ALL_BRAM,1.75,O3,none,kernel_nussinov,35,2.358911993000058,79.107114786817,33,202,8,1667,1853,210,2063,63,0,nussinov_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
nussinov,MEDIUM,15,LSS,1.0,O0,none,kernel_nussinov,26,1.9989999940002097,76.91716018294848,37,149,1,1377,1507,311,1818,52,0,nussinov_MEDIUM_clk15_memLSS_dsp1.0_optO0_log.txt
nussinov,MEDIUM,15,LSS,1.0,O2,none,kernel_nussinov,31,1.9989999940002097,76.91716018294848,43,199,0,1747,2018,277,2295,67,0,nussinov_MEDIUM_clk15_memLSS_dsp1.0_optO2_log.txt
nussinov,MEDIUM,15,LSS,1.0,O3,none,kernel_nussinov,32,1.9989999940002097,76.91716018294848,44,202,0,1779,2121,311,2432,68,0,nussinov_MEDIUM_clk15_memLSS_dsp1.0_optO3_log.txt
nussinov,MEDIUM,15,LSS,1.75,O0,none,kernel_nussinov,26,1.9989999940002097,76.91716018294848,37,149,1,1377,1507,311,1818,52,0,nussinov_MEDIUM_clk15_memLSS_dsp1.75_optO0_log.txt
nussinov,MEDIUM,15,LSS,1.75,O2,none,kernel_nussinov,31,1.9989999940002097,76.91716018294848,43,199,0,1747,2018,277,2295,67,0,nussinov_MEDIUM_clk15_memLSS_dsp1.75_optO2_log.txt
nussinov,MEDIUM,15,LSS,1.75,O3,none,kernel_nussinov,32,1.9989999940002097,76.91716018294848,44,202,0,1779,2121,311,2432,68,0,nussinov_MEDIUM_clk15_memLSS_dsp1.75_optO3_log.txt
nussinov,SMALL,10,ALL_BRAM,1.0,O0,none,kernel_nussinov,30,0.39251199500004397,104.08547993810423,29,150,17,1205,1273,177,1450,43,0,nussinov_SMALL_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
